"TIME","FONTE","LOAD"
0.163835455,16.9281,12.8936
0.163835753,16.9283,12.8934
0.163868457,16.9396,12.8811
0.163926805,16.9377,12.8787
0.163927516,16.9376,12.8788
0.163929305,16.9372,12.8791
0.163930016,16.9373,12.8791
0.1639330325,16.9389,12.878
0.1639335075,16.9392,12.8777
0.1639355325,16.9404,12.8764
0.1639360075,16.9406,12.8761
0.1639685195,16.9473,12.8652
0.1640268675,16.9329,12.8744
0.1640275785,16.9326,12.8748
0.1640293675,16.9317,12.8756
0.1640300785,16.9317,12.8759
0.164033095,16.9336,12.8754
0.16403357,16.9338,12.8751
0.164035595,16.9351,12.8738
0.16403607,16.9354,12.8736
0.164068582,16.9434,12.8627
0.16412693,16.9335,12.8685
0.164127641,16.9332,12.8688
0.16412943,16.9326,12.8694
0.164130141,16.9326,12.8696
0.1641331575,16.9344,12.8688
0.1641336325,16.9347,12.8685
0.1641356575,16.9359,12.8673
0.1641361325,16.9362,12.867
0.1641686445,16.9434,12.8569
0.1642269925,16.9313,12.8655
0.1642277035,16.9311,12.8658
0.1642294925,16.9303,12.8665
0.1642302035,16.9304,12.8668
0.16423322,16.9323,12.8661
0.164233695,16.9326,12.8658
0.16423572,16.9338,12.8645
0.164236195,16.9341,12.8642
0.164268707,16.9416,12.8545
0.164327055,16.928,12.8661
0.164327766,16.9277,12.8664
0.164329555,16.9269,12.8673
0.164330266,16.9269,12.8676
0.1643332825,16.9289,12.8671
0.1643337575,16.9292,12.8668
0.1643357675,16.9305,12.8656
0.1643360655,16.9307,12.8654
0.1643687695,16.9411,12.8534
0.1644271175,16.9387,12.8508
0.1644278285,16.9386,12.8509
0.1644296175,16.9382,12.8512
0.1644303285,16.9383,12.8513
0.164433345,16.9399,12.8501
0.16443382,16.9402,12.8498
0.164435845,16.9413,12.8486
0.16443632,16.9416,12.8483
0.164468832,16.9477,12.8377
0.16452718,16.9295,12.8517
0.164527891,16.929,12.8521
0.16452968,16.928,12.8532
0.164530391,16.928,12.8536
0.1645334075,16.9299,12.8535
0.1645338825,16.9302,12.8533
0.1645358925,16.9315,12.852
0.1645361905,16.9317,12.8519
0.1645525105,16.9362,12.8448
0.1645688945,16.9407,12.8454
0.1646272225,16.9315,12.8476
0.1646272425,16.9315,12.8476
0.1646276975,16.9313,12.8477
0.1646279535,16.9312,12.8478
0.1646297225,16.9306,12.8485
0.1646297425,16.9306,12.8485
0.1646301975,16.9306,12.8487
0.1646304535,16.9307,12.8486
0.16463346,16.9325,12.848
0.16463347,16.9325,12.8479
0.164633817,16.9327,12.8477
0.164633945,16.9328,12.8477
0.16463596,16.9341,12.8464
0.16463597,16.9341,12.8464
0.164636317,16.9343,12.8462
0.164636445,16.9344,12.8462
0.164652573,16.9377,12.8395
0.164668957,16.941,12.841
0.164701725,16.929,12.8441
0.164727305,16.9196,12.8593
0.16472732,16.9196,12.8593
0.164728016,16.9191,12.8598
0.164728528,16.9188,12.8602
0.164729805,16.918,12.8612
0.16472982,16.918,12.8612
0.164730516,16.918,12.8617
0.164731028,16.9184,12.862
0.1647335325,16.9202,12.8621
0.1647335525,16.9202,12.8621
0.1647340075,16.9205,12.8619
0.1647342635,16.9207,12.8618
0.1647360325,16.9221,12.8607
0.1647360525,16.9221,12.8607
0.1647365075,16.9224,12.8604
0.1647367635,16.9225,12.8603
0.1647690195,16.9331,12.8507
0.1648273675,16.9144,12.8737
0.1648280785,16.914,12.8743
0.1648298675,16.9128,12.8758
0.1648305785,16.9128,12.8763
0.164833595,16.9152,12.8768
0.16483407,16.9155,12.8766
0.164836095,16.9172,12.8755
0.16483657,16.9175,12.8752
0.164869082,16.9309,12.864
0.16492743,16.9279,12.8681
0.164928141,16.9277,12.8683
0.16492993,16.9271,12.8689
0.164930641,16.9272,12.8691
0.1649336575,16.9292,12.8683
0.1649341325,16.9295,12.868
0.1649361575,16.9308,12.8668
0.1649366325,16.9312,12.8665
0.1649691445,16.9397,12.8564
0.1650274925,16.9293,12.865
0.1650282035,16.929,12.8653
0.1650299925,16.9283,12.866
0.1650307035,16.9284,12.8663
0.16503372,16.9303,12.8656
0.165034195,16.9307,12.8653
0.16503622,16.932,12.8641
0.165036695,16.9323,12.8638
0.165069207,16.9403,12.8539
0.165127555,16.9275,12.8653
0.165128266,16.9272,12.8656
0.165130055,16.9264,12.8665
0.165130766,16.9264,12.8668
0.1651337825,16.9284,12.8663
0.1651342575,16.9287,12.866
0.1651362675,16.9301,12.8648
0.1651365655,16.9303,12.8646
0.1651692695,16.9406,12.8528
0.1652276175,16.9376,12.8513
0.1652283285,16.9374,12.8514
0.1652301175,16.937,12.8518
0.1652308285,16.9371,12.8519
0.165233845,16.9388,12.8507
0.16523432,16.9391,12.8504
0.165236345,16.9402,12.8492
0.16523682,16.9405,12.8489
0.165269332,16.9469,12.8383
0.16532768,16.9315,12.8492
0.165328391,16.9311,12.8495
0.16533018,16.9302,12.8504
0.165330891,16.9303,12.8508
0.1653339075,16.9321,12.8504
0.1653343825,16.9324,12.8501
0.1653363925,16.9337,12.8488
0.1653366905,16.9339,12.8487
0.1653530105,16.9379,12.8418
0.1653693945,16.942,12.8426
0.1654277225,16.9317,12.8453
0.1654277425,16.9317,12.8453
0.1654281975,16.9315,12.8455
0.1654284535,16.9314,12.8456
0.1654302225,16.9308,12.8463
0.1654302425,16.9308,12.8463
0.1654306975,16.9308,12.8465
0.1654309535,16.9308,12.8464
0.16543396,16.9327,12.8458
0.16543397,16.9327,12.8458
0.165434317,16.9329,12.8456
0.165434445,16.933,12.8455
0.16543646,16.9342,12.8443
0.16543647,16.9342,12.8443
0.165436817,16.9345,12.8441
0.165436945,16.9345,12.844
0.165453073,16.9379,12.8374
0.165469457,16.9414,12.8387
0.165502225,16.9291,12.8414
0.165527805,16.9194,12.8572
0.16552782,16.9194,12.8572
0.165528516,16.9189,12.8578
0.165529028,16.9186,12.8582
0.165530305,16.9177,12.8593
0.16553032,16.9177,12.8593
0.165531016,16.9177,12.8597
0.165531528,16.9181,12.8601
0.1655340325,16.9199,12.8602
0.1655340525,16.9199,12.8603
0.1655345075,16.9203,12.8601
0.1655347635,16.9205,12.86
0.1655365325,16.9218,12.8589
0.1655365525,16.9218,12.8589
0.1655370075,16.9221,12.8586
0.1655372635,16.9222,12.8585
0.1655695195,16.934,12.8477
0.1656278675,16.9251,12.8575
0.1656285785,16.9248,12.8579
0.1656303675,16.9241,12.8588
0.1656310785,16.9241,12.8591
0.165634095,16.9262,12.8586
0.16563457,16.9265,12.8583
0.16563658,16.9279,12.8571
0.165636878,16.9281,12.8569
0.165669582,16.9391,12.845
0.16572793,16.9372,12.8431
0.165728641,16.937,12.8432
0.16573043,16.9366,12.8435
0.165731141,16.9367,12.8436
0.1657341575,16.9384,12.8424
0.1657346325,16.9387,12.8421
0.1657366575,16.9398,12.8409
0.1657371325,16.9401,12.8406
0.1657696445,16.9466,12.8302
0.1658279925,16.9282,12.8449
0.1658287035,16.9278,12.8453
0.1658304925,16.9267,12.8465
0.1658312035,16.9267,12.8469
0.16583422,16.9287,12.8469
0.165834695,16.929,12.8466
0.165836705,16.9303,12.8454
0.165837003,16.9305,12.8452
0.165853323,16.9352,12.8382
0.165869707,16.9399,12.8389
0.165928035,16.9306,12.8415
0.165928055,16.9306,12.8415
0.16592851,16.9304,12.8417
0.165928766,16.9303,12.8418
0.165930535,16.9297,12.8425
0.165930555,16.9297,12.8425
0.16593101,16.9297,12.8426
0.165931266,16.9298,12.8426
0.1659342725,16.9316,12.842
0.1659342825,16.9316,12.842
0.1659346295,16.9319,12.8418
0.1659347575,16.9319,12.8417
0.1659367725,16.9332,12.8405
0.1659367825,16.9332,12.8405
0.1659371295,16.9334,12.8402
0.1659372575,16.9335,12.8402
0.1659533855,16.9371,12.8336
0.1659697695,16.9408,12.8339
0.1660025375,16.9323,12.8344
0.1660281175,16.9256,12.845
0.1660281325,16.9256,12.845
0.1660288285,16.9253,12.8454
0.1660293405,16.925,12.8456
0.1660306175,16.9244,12.8464
0.1660306325,16.9244,12.8464
0.1660313285,16.9245,12.8466
0.1660318405,16.9248,12.8468
0.166034345,16.9265,12.8464
0.166034365,16.9265,12.8464
0.16603482,16.9268,12.8461
0.166035076,16.927,12.846
0.16603683,16.9282,12.8449
0.166036835,16.9282,12.8449
0.166037128,16.9284,12.8447
0.166037192,16.9284,12.8447
0.166053448,16.9352,12.8379
0.1661026,16.9274,12.8382
0.16612816,16.9233,12.8496
0.166128195,16.9233,12.8496
0.166128635,16.9231,12.8499
0.166129403,16.9227,12.8503
0.16613066,16.922,12.8511
0.166130695,16.922,12.8511
0.166131135,16.9219,12.8513
0.166131903,16.9224,12.8517
0.1661343975,16.9241,12.8513
0.1661344275,16.9241,12.8513
0.1661347545,16.9244,12.8511
0.1661351385,16.9247,12.8509
0.1661368425,16.9259,12.8499
0.1661368975,16.9259,12.8498
0.1661371585,16.9261,12.8497
0.1661372545,16.9261,12.8496
0.1661535105,16.9333,12.8428
0.1662026625,16.9256,12.843
0.1662282225,16.9215,12.8555
0.1662282575,16.9215,12.8555
0.1662286975,16.9213,12.8558
0.1662294655,16.9208,12.8563
0.1662307225,16.9201,12.8572
0.1662307575,16.9201,12.8572
0.1662311975,16.92,12.8574
0.1662319655,16.9205,12.8578
0.16623446,16.9223,12.8576
0.16623449,16.9223,12.8576
0.166234817,16.9225,12.8574
0.166235201,16.9228,12.8572
0.166236905,16.9241,12.8562
0.16623696,16.9241,12.8562
0.166237221,16.9243,12.856
0.166237317,16.9243,12.8559
0.166253573,16.932,12.8505
0.166269957,16.9312,12.8451
0.166328285,16.9286,12.8515
0.166328305,16.9286,12.8515
0.16632876,16.9285,12.8517
0.166329016,16.9284,12.8518
0.166330785,16.9278,12.8525
0.166330805,16.9278,12.8525
0.16633126,16.9278,12.8526
0.166331516,16.9279,12.8527
0.1663345225,16.9298,12.8519
0.1663345325,16.9298,12.8519
0.1663348795,16.9301,12.8517
0.1663350075,16.9301,12.8516
0.1663370225,16.9315,12.8504
0.1663370325,16.9315,12.8504
0.1663373795,16.9317,12.8502
0.1663375075,16.9317,12.8501
0.1663700195,16.9395,12.8408
0.1664283675,16.9187,12.8628
0.1664290785,16.9183,12.8634
0.1664308675,16.9171,12.8648
0.1664315785,16.9171,12.8653
0.166434595,16.9193,12.8658
0.16643507,16.9196,12.8656
0.166437095,16.9212,12.8644
0.16643757,16.9215,12.8641
0.166470082,16.9327,12.8541
0.16652843,16.9161,12.8746
0.166529141,16.9157,12.8752
0.16653093,16.9146,12.8766
0.166531641,16.9146,12.8771
0.1665346575,16.9169,12.8775
0.1665351325,16.9172,12.8773
0.1665371575,16.9188,12.8761
0.1665376325,16.9192,12.8758
0.1665701445,16.9304,12.8664
0.1666284925,16.9135,12.8887
0.1666292035,16.9131,12.8892
0.1666309925,16.912,12.8907
0.1666317035,16.912,12.8912
0.16663472,16.9144,12.8916
0.166635195,16.9148,12.8914
0.16663722,16.9164,12.8902
0.166637695,16.9168,12.8899
0.166670207,16.9305,12.8785
0.166728555,16.9248,12.8862
0.166729266,16.9245,12.8866
0.166731055,16.9238,12.8874
0.166731766,16.9239,12.8877
0.1667347825,16.9259,12.8871
0.1667352575,16.9263,12.8868
0.1667372825,16.9277,12.8856
0.1667377575,16.928,12.8853
0.1667702695,16.9373,12.8753
0.1668286175,16.925,12.8877
0.1668293285,16.9247,12.888
0.1668311175,16.9239,12.889
0.1668318285,16.9239,12.8893
0.166834845,16.926,12.8889
0.16683532,16.9263,12.8886
0.16683733,16.9277,12.8874
0.166837628,16.9279,12.8872
0.166853948,16.9349,12.8802
0.1669031,16.9229,12.8843
0.16692866,16.9167,12.9003
0.166928695,16.9166,12.9003
0.166929135,16.9164,12.9007
0.166929903,16.9159,12.9013
0.16693116,16.915,12.9023
0.166931195,16.915,12.9024
0.166931635,16.9149,12.9026
0.166932403,16.9154,12.9031
0.1669348975,16.9173,12.9033
0.1669349275,16.9173,12.9033
0.1669352545,16.9176,12.9032
0.1669356385,16.9179,12.903
0.1669373975,16.9192,12.902
0.1669374275,16.9193,12.902
0.1669377545,16.9195,12.9018
0.1669381385,16.9197,12.9016
0.1669703945,16.9327,12.8901
0.1670287425,16.9304,12.8922
0.1670294535,16.9302,12.8924
0.1670312425,16.9297,12.8929
0.1670319535,16.9298,12.8931
0.16703497,16.9317,12.8922
0.167035445,16.932,12.8919
0.16703747,16.9333,12.8906
0.167037945,16.9336,12.8903
0.167070457,16.9417,12.88
0.167128805,16.9317,12.8869
0.167129516,16.9314,12.8871
0.167131305,16.9308,12.8878
0.167132016,16.9308,12.888
0.1671350325,16.9327,12.8872
0.1671355075,16.933,12.8869
0.1671375325,16.9342,12.8857
0.1671380075,16.9345,12.8854
0.1671705195,16.9424,12.875
0.1672288675,16.9322,12.8817
0.1672295785,16.9319,12.882
0.1672313675,16.9313,12.8826
0.1672320785,16.9313,12.8828
0.167235095,16.9332,12.8821
0.16723557,16.9335,12.8818
0.167237595,16.9347,12.8805
0.16723807,16.935,12.8802
0.167270582,16.943,12.8696
0.16732893,16.9272,12.883
0.167329641,16.9268,12.8835
0.16733143,16.9258,12.8845
0.167332141,16.9258,12.8849
0.1673351575,16.9278,12.8848
0.1673356325,16.9281,12.8845
0.1673376425,16.9295,12.8833
0.1673379405,16.9297,12.8831
0.1673542605,16.9343,12.8761
0.1673706445,16.939,12.8757
0.1674034125,16.9314,12.8748
0.1674289925,16.9255,12.8854
0.1674290075,16.9255,12.8854
0.1674297035,16.9252,12.8858
0.1674302155,16.9249,12.8861
0.1674314925,16.9243,12.8868
0.1674315075,16.9243,12.8868
0.1674322035,16.9243,12.8871
0.1674327155,16.9247,12.8873
0.16743522,16.9263,12.8869
0.16743524,16.9263,12.8869
0.167435695,16.9267,12.8866
0.167435951,16.9268,12.8864
0.167437705,16.928,12.8854
0.16743771,16.928,12.8854
0.167438003,16.9283,12.8852
0.167438067,16.9283,12.8851
0.167470707,16.9385,12.8741
0.167529055,16.9319,12.8783
0.167529766,16.9317,12.8786
0.167531555,16.9312,12.8791
0.167532266,16.9313,12.8793
0.1675352825,16.9331,12.8784
0.1675357575,16.9334,12.8781
0.1675377825,16.9347,12.8769
0.1675382575,16.9349,12.8766
0.1675707695,16.9425,12.8664
0.1676291175,16.9314,12.8743
0.1676298285,16.9311,12.8745
0.1676316175,16.9305,12.8752
0.1676323285,16.9305,12.8755
0.167635345,16.9324,12.8747
0.16763582,16.9327,12.8744
0.167637845,16.934,12.8732
0.16763832,16.9343,12.8729
0.167670832,16.942,12.8628
0.16772918,16.9309,12.871
0.167729891,16.9306,12.8712
0.16773168,16.9299,12.872
0.167732391,16.93,12.8722
0.1677354075,16.9318,12.8715
0.1677358825,16.9321,12.8712
0.1677379075,16.9334,12.8699
0.1677383825,16.9337,12.8697
0.1677708945,16.9411,12.8601
0.1678292425,16.9268,12.8729
0.1678299535,16.9265,12.8732
0.1678317425,16.9256,12.8742
0.1678324535,16.9257,12.8745
0.16783547,16.9277,12.8741
0.167835945,16.928,12.8738
0.167837955,16.9294,12.8726
0.167838253,16.9296,12.8724
0.167854573,16.9362,12.8655
0.167903725,16.9232,12.8701
0.167929285,16.9165,12.8867
0.16792932,16.9164,12.8867
0.16792976,16.9161,12.8871
0.167930528,16.9156,12.8877
0.167931785,16.9148,12.8888
0.16793182,16.9148,12.8888
0.16793226,16.9146,12.8891
0.167933028,16.9152,12.8896
0.1679355225,16.917,12.8899
0.1679355525,16.9171,12.8899
0.1679358795,16.9173,12.8898
0.1679362635,16.9176,12.8896
0.1679380225,16.919,12.8886
0.1679380525,16.919,12.8886
0.1679383795,16.9193,12.8884
0.1679387635,16.9194,12.8882
0.1679710195,16.9316,12.8777
0.1680293675,16.9171,12.8961
0.1680300785,16.9167,12.8966
0.1680318675,16.9156,12.8979
0.1680325785,16.9157,12.8984
0.168035595,16.9179,12.8986
0.16803607,16.9183,12.8984
0.16803808,16.9198,12.8972
0.168038378,16.9201,12.897
0.168054698,16.9285,12.8898
0.16812941,16.925,12.8948
0.168129885,16.9248,12.895
0.16813191,16.9241,12.8959
0.168132385,16.924,12.8961
0.1681356475,16.9262,12.8956
0.1681360045,16.9264,12.8954
0.1681381475,16.9279,12.8941
0.1681385045,16.9282,12.8939
0.1681547605,16.9328,12.887
0.1681711445,16.9375,12.8872
0.1682039125,16.9285,12.8877
0.1682294925,16.9215,12.9006
0.1682295075,16.9215,12.9006
0.1682302035,16.9211,12.9011
0.1682307155,16.9208,12.9014
0.1682319925,16.9201,12.9023
0.1682320075,16.9201,12.9023
0.1682327035,16.9201,12.9027
0.1682332155,16.9205,12.9029
0.16823572,16.9223,12.9028
0.16823574,16.9223,12.9028
0.168236195,16.9226,12.9025
0.168236451,16.9228,12.9024
0.168238205,16.9241,12.9013
0.16823821,16.9241,12.9013
0.168238503,16.9243,12.9011
0.168238567,16.9243,12.9011
0.168271207,16.9359,12.8897
0.168329555,16.9312,12.893
0.168330266,16.931,12.8932
0.168332055,16.9305,12.8938
0.168332766,16.9306,12.8939
0.1683357825,16.9324,12.893
0.1683362575,16.9327,12.8927
0.1683382825,16.934,12.8915
0.1683387575,16.9343,12.8912
0.1683712695,16.9422,12.8808
0.1684296175,16.9312,12.8887
0.1684303285,16.9309,12.889
0.1684321175,16.9302,12.8897
0.1684328285,16.9302,12.89
0.168435845,16.9321,12.8893
0.16843632,16.9324,12.889
0.168438345,16.9337,12.8877
0.16843882,16.934,12.8874
0.168471332,16.9414,12.8777
0.16852968,16.9279,12.8893
0.168530391,16.9275,12.8896
0.16853218,16.9267,12.8905
0.168532891,16.9268,12.8908
0.1685359075,16.9287,12.8903
0.1685363825,16.9291,12.89
0.1685383925,16.9304,12.8888
0.1685386905,16.9306,12.8886
0.1685713945,16.9412,12.8764
0.1686297425,16.9401,12.872
0.1686304535,16.9399,12.8721
0.1686322425,16.9396,12.8723
0.1686329535,16.9397,12.8724
0.16863597,16.9413,12.8711
0.168636445,16.9416,12.8708
0.16863847,16.9427,12.8696
0.168638945,16.9429,12.8693
0.168671457,16.9495,12.8578
0.168729805,16.9316,12.8701
0.168730516,16.9312,12.8705
0.168732305,16.9301,12.8716
0.168733016,16.9301,12.872
0.1687360325,16.932,12.8718
0.1687365075,16.9323,12.8716
0.1687385175,16.9335,12.8703
0.1687388155,16.9337,12.8702
0.1687551355,16.9377,12.8632
0.1687715195,16.9418,12.863
0.1688042875,16.9331,12.8625
0.1688298675,16.9263,12.8736
0.1688298825,16.9263,12.8736
0.1688305785,16.9259,12.874
0.1688310905,16.9256,12.8744
0.1688323675,16.9249,12.8751
0.1688323825,16.9249,12.8751
0.1688330785,16.925,12.8754
0.1688335905,16.9253,12.8756
0.168836095,16.927,12.8753
0.168836115,16.927,12.8753
0.16883657,16.9273,12.875
0.168836826,16.9275,12.8749
0.16883858,16.9287,12.8738
0.168838585,16.9287,12.8738
0.168838878,16.9289,12.8736
0.168838942,16.9289,12.8736
0.168855198,16.9357,12.8685
0.168871582,16.9332,12.8633
0.16892991,16.9245,12.8769
0.16892993,16.9245,12.8769
0.168930385,16.9242,12.8772
0.168930641,16.9241,12.8774
0.16893241,16.9232,12.8784
0.16893243,16.9232,12.8784
0.168932885,16.9231,12.8787
0.168933141,16.9232,12.8788
0.1689361475,16.9253,12.8786
0.1689361575,16.9253,12.8786
0.1689365045,16.9255,12.8784
0.1689366325,16.9256,12.8783
0.1689385925,16.927,12.8771
0.1689386425,16.927,12.8771
0.1689389085,16.9272,12.8769
0.1689389405,16.9272,12.8769
0.1689552605,16.9345,12.8697
0.1690044125,16.926,12.8701
0.1690299725,16.9216,12.8829
0.1690300075,16.9216,12.8829
0.1690304475,16.9214,12.8832
0.1690312155,16.9209,12.8838
0.1690324725,16.9202,12.8846
0.1690325075,16.9202,12.8846
0.1690329475,16.9201,12.8849
0.1690337155,16.9206,12.8852
0.16903621,16.9224,12.8851
0.16903624,16.9224,12.8851
0.169036567,16.9226,12.8849
0.169036951,16.9229,12.8847
0.169038655,16.9241,12.8837
0.16903871,16.9242,12.8836
0.169038971,16.9244,12.8835
0.169039067,16.9244,12.8834
0.169055323,16.9321,12.8778
0.169071707,16.9317,12.8722
0.169130035,16.9302,12.8768
0.169130055,16.9302,12.8768
0.16913051,16.9301,12.8769
0.169130766,16.93,12.877
0.169132535,16.9294,12.8776
0.169132555,16.9294,12.8776
0.16913301,16.9294,12.8777
0.169133266,16.9296,12.8778
0.1691362725,16.9314,12.8769
0.1691362825,16.9314,12.8769
0.1691366295,16.9317,12.8767
0.1691367575,16.9317,12.8767
0.1691387725,16.933,12.8754
0.1691387825,16.933,12.8754
0.1691391295,16.9333,12.8752
0.1691392575,16.9333,12.8751
0.1691717695,16.9413,12.865
0.1692301175,16.9307,12.8729
0.1692308285,16.9304,12.8732
0.1692326175,16.9297,12.8739
0.1692333285,16.9298,12.8741
0.169236345,16.9317,12.8734
0.16923682,16.932,12.8731
0.169238845,16.9333,12.8719
0.16923932,16.9336,12.8716
0.169271832,16.941,12.862
0.16933018,16.9267,12.8749
0.169330891,16.9264,12.8752
0.16933268,16.9255,12.8762
0.169333391,16.9256,12.8765
0.1693364075,16.9276,12.8761
0.1693368825,16.9279,12.8758
0.1693388925,16.9293,12.8746
0.1693391905,16.9295,12.8744
0.1693555105,16.9361,12.8675
0.1694046625,16.9233,12.8721
0.1694302225,16.9165,12.8886
0.1694302575,16.9165,12.8886
0.1694306975,16.9162,12.889
0.1694314655,16.9157,12.8896
0.1694327225,16.9149,12.8907
0.1694327575,16.9148,12.8907
0.1694331975,16.9147,12.891
0.1694339655,16.9153,12.8915
0.16943646,16.9171,12.8917
0.16943649,16.9171,12.8917
0.169436817,16.9174,12.8916
0.169437201,16.9177,12.8915
0.16943896,16.9191,12.8904
0.16943899,16.9191,12.8904
0.169439317,16.9193,12.8902
0.169439701,16.9195,12.89
0.169471957,16.9319,12.8793
0.169530305,16.9188,12.8957
0.169531016,16.9184,12.8962
0.169532805,16.9174,12.8975
0.169533516,16.9174,12.8979
0.1695365325,16.9196,12.898
0.1695370075,16.92,12.8978
0.1695390175,16.9215,12.8965
0.1695393155,16.9217,12.8964
0.1695720195,16.9341,12.8849
0.1696303675,16.9303,12.8881
0.1696310785,16.9301,12.8883
0.1696328675,16.9296,12.8889
0.1696335785,16.9297,12.889
0.169636595,16.9316,12.8881
0.16963707,16.9319,12.8878
0.169639095,16.9332,12.8866
0.16963957,16.9335,12.8863
0.169672082,16.9416,12.876
0.16973043,16.9314,12.8831
0.169731141,16.9311,12.8834
0.16973293,16.9305,12.8841
0.169733641,16.9306,12.8843
0.1697366575,16.9324,12.8835
0.1697371325,16.9327,12.8832
0.1697391575,16.934,12.882
0.1697396325,16.9343,12.8817
0.1697721445,16.942,12.8716
0.1698304925,16.9284,12.8829
0.1698312035,16.9281,12.8832
0.1698329925,16.9272,12.8841
0.1698337035,16.9273,12.8844
0.16983672,16.9292,12.884
0.169837195,16.9295,12.8837
0.169839205,16.9309,12.8824
0.169839503,16.9311,12.8822
0.169872207,16.9412,12.8704
0.169930555,16.9346,12.8731
0.169931266,16.9343,12.8733
0.169933055,16.9337,12.8739
0.169933766,16.9338,12.874
0.1699367825,16.9356,12.8732
0.1699372575,16.9358,12.8729
0.1699392825,16.9371,12.8716
0.1699397575,16.9373,12.8714
0.1699722695,16.944,12.8614
0.1700306175,16.9261,12.8771
0.1700313285,16.9257,12.8776
0.1700331175,16.9246,12.8787
0.1700338285,16.9246,12.8791
0.170036845,16.9266,12.8791
0.17003732,16.927,12.8788
0.17003933,16.9283,12.8776
0.170039628,16.9285,12.8774
0.170072332,16.9387,12.8663
0.17013068,16.9317,12.871
0.170131391,16.9315,12.8712
0.17013318,16.9309,12.8718
0.170133891,16.931,12.872
0.1701369075,16.9328,12.8712
0.1701373825,16.9332,12.8709
0.1701394075,16.9344,12.8696
0.1701398825,16.9347,12.8693
0.1701723945,16.9423,12.8592
0.1702307425,16.9309,12.8676
0.1702314535,16.9306,12.8679
0.1702332425,16.9299,12.8686
0.1702339535,16.93,12.8688
0.17023697,16.9318,12.8682
0.170237445,16.9322,12.8679
0.17023947,16.9334,12.8666
0.170239945,16.9337,12.8663
0.170272457,16.9412,12.8567
0.170330805,16.927,12.8693
0.170331516,16.9267,12.8696
0.170333305,16.9259,12.8706
0.170334016,16.9259,12.8709
0.1703370325,16.9279,12.8705
0.1703375075,16.9282,12.8702
0.1703395175,16.9296,12.8689
0.1703398155,16.9298,12.8688
0.1703725195,16.9392,12.8581
0.1704308675,16.9304,12.8649
0.1704315785,16.9301,12.8652
0.1704333675,16.9294,12.8659
0.1704340785,16.9295,12.8661
0.170437095,16.9314,12.8654
0.17043757,16.9317,12.8651
0.170439595,16.933,12.8639
0.17044007,16.9333,12.8636
0.170472582,16.9412,12.8536
0.17053093,16.9299,12.8624
0.170531641,16.9297,12.8627
0.17053343,16.929,12.8634
0.170534141,16.929,12.8637
0.1705371575,16.9309,12.863
0.1705376325,16.9312,12.8627
0.1705396575,16.9325,12.8615
0.1705401325,16.9328,12.8612
0.1705726445,16.9405,12.8516
0.1706309925,16.9266,12.8642
0.1706317035,16.9263,12.8645
0.1706334925,16.9255,12.8655
0.1706342035,16.9255,12.8658
0.17063722,16.9275,12.8654
0.170637695,16.9279,12.8651
0.170639705,16.9292,12.8638
0.170640003,16.9294,12.8637
0.170656323,16.9342,12.8568
0.170672707,16.9389,12.857
0.170730813,16.9319,12.8577
0.1707308134,16.9319,12.8577
0.1707308651,16.9319,12.8577
0.1707309131,16.9319,12.8578
0.17073122,16.9318,12.8578
0.17073127,16.9318,12.8579
0.17073335,16.9312,12.8585
0.17073339,16.9312,12.8585
0.17073372,16.9311,12.8586
0.17073377,16.9311,12.8586
0.1707370775,16.9329,12.858
0.1707370975,16.9329,12.858
0.1707373875,16.9331,12.8578
0.1707374675,16.9332,12.8577
0.1707395775,16.9345,12.8564
0.1707395975,16.9345,12.8564
0.1707398875,16.9347,12.8563
0.1707399675,16.9347,12.8562
0.1707481935,16.9377,12.8522
0.1707563855,16.9406,12.8516
0.1708055375,16.9338,12.8476
0.1708310975,16.9302,12.8554
0.1708311325,16.9302,12.8554
0.1708315725,16.93,12.8556
0.1708323405,16.9297,12.8559
0.1708335975,16.9292,12.8564
0.1708336325,16.9292,12.8564
0.1708340725,16.9291,12.8565
0.1708348405,16.9296,12.8567
0.170837335,16.9312,12.856
0.170837365,16.9312,12.856
0.170837692,16.9314,12.8558
0.170838076,16.9316,12.8556
0.170839835,16.9328,12.8545
0.170839865,16.9328,12.8545
0.170840192,16.933,12.8543
0.170840576,16.9331,12.854
0.170872832,16.9413,12.8439
0.17093118,16.9248,12.8592
0.170931891,16.9244,12.8597
0.17093368,16.9234,12.8609
0.170934391,16.9234,12.8613
0.1709374075,16.9255,12.8613
0.1709378825,16.9258,12.861
0.1709398925,16.9272,12.8598
0.1709401905,16.9274,12.8596
0.1709565105,16.9326,12.8525
0.1709728945,16.9377,12.853
0.1710312225,16.9301,12.8548
0.1710312425,16.9301,12.8548
0.1710316975,16.93,12.855
0.1710319535,16.9299,12.8551
0.1710337225,16.9293,12.8557
0.1710337425,16.9293,12.8557
0.1710341975,16.9293,12.8559
0.1710344535,16.9294,12.8558
0.17103746,16.9312,12.8552
0.17103747,16.9312,12.8552
0.171037817,16.9315,12.8549
0.171037945,16.9316,12.8549
0.17103996,16.9328,12.8536
0.17103997,16.9329,12.8536
0.171040317,16.9331,12.8534
0.171040445,16.9332,12.8534
0.171072957,16.941,12.8435
0.171131305,16.9293,12.853
0.171132016,16.929,12.8533
0.171133805,16.9283,12.8541
0.171134516,16.9284,12.8543
0.1711375325,16.9303,12.8537
0.1711380075,16.9306,12.8534
0.1711400325,16.9319,12.8521
